1,254.289
2,274.676
3,265.303
4,306.555
5,315.271
6,326.198
7,385.17
8,332.935
9,364.499
10,403.947
11,355.068
12,411.686
13,388.618
14,397.589
15,382.531
16,418.684
17,396.765
18,419.236
19,434.672
20,383.841
21,395.362
22,407.955
23,390.598
24,540.347
25,437.639
26,401.761
27,382.013
28,555.569
29,679.404
30,570.423
31,494.775
32,548.94
33,563.155
34,596.217
35,526.057
36,558.045
37,511.224
38,450.698
39,467.654
40,434.208
41,434.399
42,320.982
43,303.697
44,289.564
45,298.144
46,251.614
47,212.172
48,220.099
49,243.994
50,321.444
51,330.965
52,333.447
53,312.74
54,309.691
55,276.12
56,293.743
57,304.983
58,274.073
59,268.46
60,269.951
61,265.964
62,270.292
63,273.082
64,274.931
65,264.709
66,258.514
67,278.44
68,273.476
69,539.467
70,709.835
71,611.695
72,566.435
73,533.166
74,519.624
75,535.669
76,438.232
77,491.675
78,368.522
79,331.279
80,297.361
81,291.194
82,323.192
83,321.94
84,273.163
85,293.071
86,291.478
87,276.927
88,250.671
89,272.223
90,256.784
91,225.408
92,185.406
93,174.73
94,174.5
95,202.35
96,192.685
97,200.951
98,211.838
99,208.264
100,190.5
101,189.19
102,199.926
103,189.64
104,226.714
105,198.726
106,180.041
107,205.577
108,185.373
109,192.864
110,203.826
111,162.305
112,162.29
113,160.203
114,163.444
115,184.143
116,190.562
117,278.282
118,288.794
341,33.924
342,34￥.413
343,31.074
344,20Y.863
345,16$.774
346,19.492
347,22.305
348,17.84
349,14.78
350,26.002
351,28.327
352,28.528
353,23.661
354,29.702
355,27.612
356,30.414
357,33.534
358,47.735
359,46.629
360,60.073
361,57.872
362,50.617
363,32.436
364,29.312
365,28.851
366,11.463
367,-15.616
368,10.829
369,-21.157
370,53.475
371,-36.69
372,-9.466
373,18.955
374,24.412
375,62
376,33.959
377,54.853
378,22.062
379,41.588
380,61.255
381,54.771
382,51.279
383,41.918
384,44.203
385,48.71
386,56.394
387,61.062
388,80.572
389,63.757
390,60.627
391,78.778
392,66.077
393,70.625
394,69.898
395,71.194
396,80.377
397,78.807
398,70.433
399,66.071
400,62.264
401,52.603
402,48.777
403,44.297
404,42.407
405,39.632
406,36.397
407,29.142
408,31.027
409,27.991
410,19.05
411,17.315
412,14.94
413,13.151
414,7.672
415,11.463
416,8.712
417,6.431
418,14.799
419,17.985
420,14.4
421,15.22
422,14.046
423,17.295
424,15.508
425,7.614
426,4.642
427,6.375
428,8.641
429,18.413
430,19.701
431,16.032
432,5.281
433,12.502
434,17.652
435,14.889
436,14.939
437,17.721
438,11.465
439,11.717
440,12.967
441,2.58
442,2.977
443,-0.56
444,2.73
445,2.225
446,11.35
447,-2.728
448,-14.275
449,-6.113
450,-4.659
451,-8.456
452,-15.319
453,-17.186
454,-6.92
455,-4.676
456,-8.324
457,-9.402
458,-13.041
459,-5.794
460,-5.327
461,-#6.392
463,-6.707
464,-5.273
465,-7.132
466,-2.985
467,0.11
468,-3.783
469,-1.547
470,-7.32
471,-16.104
472,-11.98
473,-13.102
474,-18.219
475,-18.01
476,-23.433
477,-18.502
478,-19.22
479,-20.065
480,-18.458
481,-18.715
482,-23.887
483,-27.22
484,-24.056
485,-24.239
486,-22.342
487,-23.223
488,-26.614
489,-27.335
490,-26.062
491,-22.516
492,-12.38
493,-20.498
494,19.26
495,-1.157
496,16.176@
497,15.034
498,17.5
499,7.408
500,14.542
501,32.164
502,38.272
503,51.233
504,57.5
505,51.583
506,40.358
507,32.443
508,26.238
509,33.477
510,34.412
511,33.403
512,34.749
513,39.203
514,51.928
515,49.967
516,47.472
517,47.894
518,46.39
519,40.594
520,30.783
521,46.073
522,42.794
523,42.23
524,45.131
525,35.614
526,48.1
527,50.596
528,60.387
529,80.289
530,79.216
531,71.257
532,77.477
533,58.568
534,56.929
535,49.575
536,57.082
537,58.838
538,57.156
539,60.079
540,60.204
541,56.755
542,45.432
543,42.13
544,46.688
545,44.287
546,36.204
547,28.02
548,35.522
549,32.342
550,31.704
551,26.855
552,26.023
553,23.88
554,22.336
555,11.554
556,21.432
557,15.466
558,34.734
559,45.218
560,42.375
561,41.48
562,40.391
563,39.221
564,47.292
565,48.321
566,48.673
567,38.569
568,39.166
569,46.659
570,44.494
571,48.579
572,34.506
573,30.328
574,30.255
575,21.707
576,18.321
577,19.917
578,18.497
579,19.421
580,18.013
581,15.963
582,-4.682
583,2.888
584,12.192
585,14.516
586,7.755
587,6.872
588,5.963
589,4.726
590,1.24
591,-0.599
592,3.289
593,-0.268
594,-2.113
595,11.913
596,8.505
597,9.821
598,2.428
599,15.664
600,1422
601,-2.523
